Unnamed: 0,DATETIMEDATA,PM25,O3,WS,TEMP,RH,WD
1388,2024-02-27 20:00:00,17.5,1.0,1,29,68,134
1389,2024-02-27 21:00:00,21.1,0.0,1,29,69,140
1390,2024-02-27 22:00:00,23.2,0.0,1,29,70,111
1391,2024-02-27 23:00:00,16.2,8.0,1,28,71,120
1392,2024-02-28 00:00:00,18.3,9.0,1,28,72,119
1393,2024-02-28 01:00:00,14.5,19.0,1,28,74,140
1394,2024-02-28 02:00:00,12.4,20.0,1,28,74,117
1395,2024-02-28 03:00:00,11.7,21.0,1,28,74,115
1396,2024-02-28 04:00:00,17.8,17.0,1,27,74,108
1397,2024-02-28 05:00:00,18.0,0.0,1,27,75,83
1398,2024-02-28 06:00:00,18.9,0.0,1,27,76,96
1399,2024-02-28 07:00:00,19.8,6.0,1,28,73,85
1400,2024-02-28 08:00:00,19.0,2.0,1,29,67,117
1401,2024-02-28 09:00:00,18.9,0.0,1,31,58,124
1402,2024-02-28 10:00:00,18.0,3.0,1,32,52,181
1403,2024-02-28 11:00:00,16.1,1.0,1,33,50,204
1404,2024-02-28 12:00:00,13.2,13.0,1,33,48,189
1405,2024-02-28 13:00:00,15.1,10.0,1,34,47,194
1406,2024-02-28 14:00:00,14.3,4.0,1,33,50,188
1407,2024-02-28 15:00:00,16.3,18.0,1,33,52,198
1408,2024-02-28 16:00:00,16.0,5.0,1,32,53,179
1409,2024-02-28 17:00:00,23.1,0.0,1,31,57,209
1410,2024-02-28 18:00:00,27.7,11.03,1,29,61,216
1411,2024-02-28 19:00:00,23.6,0.0,1,29,64,184
1412,2024-02-28 20:00:00,25.2,0.0,1,29,64,183
1413,2024-02-28 21:00:00,23.2,1.0,1,29,64,159
1414,2024-02-28 22:00:00,24.7,3.0,1,28,65,134
1415,2024-02-28 23:00:00,19.8,6.0,1,28,65,94
1416,2024-02-29 00:00:00,18.5,3.0,1,28,66,91
1417,2024-02-29 01:00:00,16.1,24.0,1,27,68,96
1418,2024-02-29 02:00:00,16.0,24.0,1,27,68,108
1419,2024-02-29 03:00:00,15.4,26.0,1,27,68,98
1420,2024-02-29 04:00:00,17.8,19.0,1,27,70,100
1421,2024-02-29 05:00:00,22.5,3.0,1,26,71,106
1422,2024-02-29 06:00:00,21.9,12.0,1,26,73,111
1423,2024-02-29 07:00:00,23.2,2.0,1,26,74,109
1424,2024-02-29 08:00:00,24.5,2.0,1,29,64,114
1425,2024-02-29 09:00:00,21.1,1.0,1,30,58,116
1426,2024-02-29 10:00:00,20.2,0.0,1,32,51,117
1427,2024-02-29 11:00:00,15.8,2.0,1,33,44,122
1428,2024-02-29 12:00:00,13.9,14.0,1,33,43,146
1429,2024-02-29 13:00:00,13.8,2.0,1,33,44,150
1430,2024-02-29 14:00:00,13.6,22.0,1,33,45,156
1431,2024-02-29 15:00:00,14.9,2.0,1,33,44,144
1432,2024-02-29 16:00:00,17.0,24.0,2,33,45,144
1433,2024-02-29 17:00:00,17.4,1.0,1,32,55,145
1434,2024-02-29 18:00:00,18.5,4.0,1,30,65,132
1435,2024-02-29 19:00:00,23.4,11.03,1,29,70,116
1436,2024-02-29 20:00:00,21.8,0.0,1,29,71,151
1437,2024-02-29 21:00:00,25.1,0.0,1,28,71,143
1438,2024-02-29 22:00:00,19.5,1.0,1,28,71,120
1439,2024-02-29 23:00:00,18.4,4.0,1,28,72,110
1440,2024-03-01 00:00:00,20.5,5.0,1,28,72,111
1441,2024-03-01 01:00:00,22.7,17.0,1,28,74,108
1442,2024-03-01 02:00:00,19.6,18.0,2,28,77,117
1443,2024-03-01 03:00:00,15.4,19.0,1,27,78,112
1444,2024-03-01 04:00:00,19.4,9.0,1,27,78,103
1445,2024-03-01 05:00:00,26.0,1.0,1,27,80,98
1446,2024-03-01 06:00:00,22.6,1.0,1,27,80,98
1447,2024-03-01 07:00:00,19.8,0.0,1,28,76,106
1448,2024-03-01 08:00:00,23.5,0.0,1,30,70,115
1449,2024-03-01 09:00:00,20.4,0.0,1,30,66,127
1450,2024-03-01 10:00:00,21.3,3.0,1,32,61,143
1451,2024-03-01 11:00:00,16.3,1.0,1,33,54,187
1452,2024-03-01 12:00:00,13.4,12.0,1,33,55,185
1453,2024-03-01 13:00:00,13.5,22.0,1,33,52,187
1454,2024-03-01 14:00:00,11.2,19.0,1,33,50,196
1455,2024-03-01 15:00:00,14.0,0.0,1,33,51,191
1456,2024-03-01 16:00:00,17.7,20.0,1,32,53,167
1457,2024-03-01 17:00:00,16.7,9.0,1,31,60,172
1458,2024-03-01 18:00:00,17.7,0.0,2,30,66,129
1459,2024-03-01 19:00:00,21.6,1.0,1,29,69,128
1460,2024-03-01 20:00:00,21.2,11.03,1,29,69,118
1461,2024-03-01 21:00:00,25.7,0.0,1,28,70,122
1462,2024-03-01 22:00:00,24.1,2.0,1,28,72,111
1463,2024-03-01 23:00:00,27.2,14.0,1,28,73,115
1464,2024-03-02 00:00:00,23.5,7.0,1,28,74,125
1465,2024-03-02 01:00:00,24.2,11.0,1,28,72,137
1466,2024-03-02 02:00:00,17.6,24.0,1,28,72,125
1467,2024-03-02 03:00:00,15.2,21.0,1,28,74,121
1468,2024-03-02 04:00:00,16.5,17.0,1,27,76,111
1469,2024-03-02 05:00:00,22.6,0.0,1,28,76,117
1470,2024-03-02 06:00:00,22.8,14.0,1,27,76,107
1471,2024-03-02 07:00:00,21.0,3.0,1,28,76,108
1472,2024-03-02 08:00:00,21.1,0.0,1,29,73,108
1473,2024-03-02 09:00:00,18.6,2.0,1,30,71,116
1474,2024-03-02 10:00:00,18.5,4.0,1,31,61,122
1475,2024-03-02 11:00:00,23.0,0.0,1,32,57,141
1476,2024-03-02 12:00:00,16.9,2.0,1,33,55,170
1477,2024-03-02 13:00:00,19.5,4.0,1,33,55,172
1478,2024-03-02 14:00:00,14.8,19.0,1,32,58,163
1479,2024-03-02 15:00:00,12.7,18.0,1,31,60,176
1480,2024-03-02 16:00:00,17.4,0.0,1,31,61,169
1481,2024-03-02 17:00:00,20.2,6.0,1,30,66,179
1482,2024-03-02 18:00:00,21.1,1.0,1,29,69,155
1483,2024-03-02 19:00:00,25.7,1.0,1,29,72,144
1484,2024-03-02 20:00:00,22.8,0.0,1,29,72,123
1485,2024-03-02 21:00:00,22.8,11.03,1,29,72,105
1486,2024-03-02 22:00:00,21.5,8.0,1,29,70,103
1487,2024-03-02 23:00:00,18.2,1.0,1,29,70,109
1488,2024-03-03 00:00:00,17.5,3.0,1,28,73,111
1489,2024-03-03 01:00:00,16.3,17.0,1,28,75,105
1490,2024-03-03 02:00:00,17.1,19.0,1,28,76,111
1491,2024-03-03 03:00:00,17.1,20.0,1,28,76,112
1492,2024-03-03 04:00:00,15.9,20.0,1,28,78,106
1493,2024-03-03 05:00:00,21.9,29.0,1,27,79,109
1494,2024-03-03 06:00:00,19.8,21.0,1,27,80,90
1495,2024-03-03 07:00:00,20.1,19.0,1,28,76,94
1496,2024-03-03 08:00:00,18.1,18.0,1,29,69,102
1497,2024-03-03 09:00:00,16.8,16.0,1,31,61,109
1498,2024-03-03 10:00:00,18.3,13.0,1,32,57,173
1499,2024-03-03 11:00:00,15.8,22.0,1,33,54,145
1500,2024-03-03 12:00:00,14.8,13.0,1,33,51,191
1501,2024-03-03 13:00:00,16.0,13.0,1,33,52,187
1502,2024-03-03 14:00:00,14.5,22.0,1,33,53,194
1503,2024-03-03 15:00:00,15.6,24.0,1,33,50,227
1504,2024-03-03 16:00:00,20.3,25.0,2,32,45,216
1505,2024-03-03 17:00:00,19.0,22.0,1,31,55,186
1506,2024-03-03 18:00:00,18.0,21.0,1,29,62,169
1507,2024-03-03 19:00:00,20.5,22.0,1,29,66,141
1508,2024-03-03 20:00:00,21.6,21.0,1,29,68,126
1509,2024-03-03 21:00:00,18.2,21.0,1,29,69,125
1510,2024-03-03 22:00:00,16.4,11.03,1,28,69,122
1511,2024-03-03 23:00:00,22.6,19.0,1,28,70,105
1512,2024-03-04 00:00:00,17.1,19.0,1,28,73,98
1513,2024-03-04 01:00:00,17.4,20.0,1,28,73,119
1514,2024-03-04 02:00:00,12.4,20.0,1,28,74,112
1515,2024-03-04 03:00:00,12.9,20.0,1,27,76,113
1516,2024-03-04 04:00:00,20.6,19.0,1,27,77,110
1517,2024-03-04 05:00:00,24.1,18.0,1,27,78,113
1518,2024-03-04 06:00:00,24.0,13.0,1,27,81,109
1519,2024-03-04 07:00:00,22.9,21.0,1,28,75,107
1520,2024-03-04 08:00:00,19.4,25.0,2,29,68,115
1521,2024-03-04 09:00:00,22.1,27.0,1,31,63,111
1522,2024-03-04 10:00:00,19.2,28.0,1,32,56,115
1523,2024-03-04 11:00:00,20.7,29.0,1,33,52,138
1524,2024-03-04 12:00:00,20.4,24.0,1,33,50,151
1525,2024-03-04 13:00:00,14.7,13.0,1,33,50,154
1526,2024-03-04 14:00:00,18.7,30.0,2,33,51,141
1527,2024-03-04 15:00:00,16.2,30.0,1,33,53,169
1528,2024-03-04 16:00:00,18.5,26.0,1,32,55,181
1529,2024-03-04 17:00:00,18.2,25.0,1,31,59,150
1530,2024-03-04 18:00:00,15.9,18.0,1,30,66,121
1531,2024-03-04 19:00:00,17.5,27.0,2,29,70,116
1532,2024-03-04 20:00:00,23.9,27.0,2,29,73,115
1533,2024-03-04 21:00:00,20.4,29.0,2,28,75,113
1534,2024-03-04 22:00:00,19.5,24.0,1,28,77,110
1535,2024-03-04 23:00:00,20.1,11.03,1,28,77,110
1536,2024-03-05 00:00:00,21.5,19.0,1,28,76,110
1537,2024-03-05 01:00:00,16.4,15.0,1,27,80,110
1538,2024-03-05 02:00:00,20.3,13.0,1,27,83,107
1539,2024-03-05 03:00:00,17.3,9.0,1,27,85,107
1540,2024-03-05 04:00:00,20.1,8.0,0,26,86,107
1541,2024-03-05 05:00:00,27.2,10.0,0,26,86,106
1542,2024-03-05 06:00:00,18.18,6.0,0,26,34,104
1543,2024-03-05 07:00:00,18.18,1.0,1,26,0,106
1544,2024-03-05 08:00:00,18.18,0.0,1,26,0,107
1545,2024-03-05 09:00:00,18.18,5.0,1,26,15,110
1546,2024-03-05 10:00:00,18.18,1.0,2,32,59,123
1547,2024-03-05 11:00:00,24.0,0.0,2,33,55,123
1548,2024-03-05 12:00:00,23.1,1.0,2,34,50,130
1549,2024-03-05 13:00:00,21.0,21.0,2,34,48,139
1550,2024-03-05 14:00:00,22.5,2.0,2,35,43,139
1551,2024-03-05 15:00:00,19.2,14.0,2,34,49,145
1552,2024-03-05 16:00:00,21.7,8.0,2,33,52,146
1553,2024-03-05 17:00:00,24.6,5.0,2,32,59,138
1554,2024-03-05 18:00:00,20.8,12.0,2,30,64,128
1555,2024-03-05 19:00:00,23.3,5.0,1,29,69,116
1556,2024-03-05 20:00:00,29.5,7.0,1,29,72,111
1557,2024-03-05 21:00:00,28.5,1.0,1,29,73,108
1558,2024-03-05 22:00:00,23.8,5.0,0,28,74,105
1559,2024-03-05 23:00:00,23.1,1.0,1,28,77,88
1560,2024-03-06 00:00:00,22.2,11.03,0,28,78,98
1561,2024-03-06 01:00:00,22.5,2.0,1,27,80,93
1562,2024-03-06 02:00:00,25.1,4.0,2,27,82,88
1563,2024-03-06 03:00:00,20.4,0.0,1,26,84,93
1564,2024-03-06 04:00:00,30.2,4.0,0,26,85,102
1565,2024-03-06 05:00:00,23.1,1.0,1,26,85,96
1566,2024-03-06 06:00:00,33.0,2.0,1,26,87,89
1567,2024-03-06 07:00:00,30.3,1.0,1,26,85,100
1568,2024-03-06 08:00:00,38.1,3.0,1,28,75,93
1569,2024-03-06 09:00:00,36.9,3.0,1,30,65,91
1570,2024-03-06 10:00:00,35.3,6.0,2,32,58,84
1571,2024-03-06 11:00:00,23.4,3.0,2,34,51,90
1572,2024-03-06 12:00:00,23.5,3.0,2,35,46,121
1573,2024-03-06 13:00:00,23.5,4.0,3,35,48,134
1574,2024-03-06 14:00:00,21.0,1.0,3,35,47,139
1575,2024-03-06 15:00:00,23.8,4.0,2,35,48,145
1576,2024-03-06 16:00:00,17.6,18.0,3,34,53,141
1577,2024-03-06 17:00:00,16.7,13.0,2,33,55,129
1578,2024-03-06 18:00:00,20.6,27.0,2,31,57,120
1579,2024-03-06 19:00:00,25.4,10.0,2,30,63,118
1580,2024-03-06 20:00:00,24.6,1.0,1,30,68,107
1581,2024-03-06 21:00:00,19.5,9.0,1,29,69,103
1582,2024-03-06 22:00:00,20.1,2.0,1,29,74,94
1583,2024-03-06 23:00:00,16.7,1.0,1,28,76,93
1584,2024-03-07 00:00:00,21.8,0.0,0,28,80,104
1585,2024-03-07 01:00:00,21.4,11.03,1,27,82,103
1586,2024-03-07 02:00:00,17.0,3.0,1,27,84,100
1587,2024-03-07 03:00:00,28.3,3.0,1,26,86,104
1588,2024-03-07 04:00:00,21.4,8.0,1,26,86,97
1589,2024-03-07 05:00:00,17.2,7.0,1,26,86,102
1590,2024-03-07 06:00:00,13.7,2.0,0,26,88,104
1591,2024-03-07 07:00:00,31.1,1.0,1,26,85,95
1592,2024-03-07 08:00:00,33.2,5.0,1,29,74,99
1593,2024-03-07 09:00:00,32.1,6.0,1,31,65,116
1594,2024-03-07 10:00:00,28.2,12.0,2,32,58,116
1595,2024-03-07 11:00:00,28.8,3.0,2,34,49,120
1596,2024-03-07 12:00:00,21.4,16.0,3,35,44,130
1597,2024-03-07 13:00:00,22.3,15.0,3,36,42,140
1598,2024-03-07 14:00:00,18.7,8.0,3,36,39,145
1599,2024-03-07 15:00:00,22.1,8.0,2,35,42,142
1600,2024-03-07 16:00:00,19.2,10.0,2,34,44,139
1601,2024-03-07 17:00:00,18.0,14.0,1,32,54,142
1602,2024-03-07 18:00:00,15.8,24.0,1,30,60,140
1603,2024-03-07 19:00:00,16.4,11.0,1,30,64,109
1604,2024-03-07 20:00:00,23.3,7.0,1,30,67,106
1605,2024-03-07 21:00:00,20.2,1.0,1,29,69,104
1606,2024-03-07 22:00:00,29.2,2.0,1,29,74,95
1607,2024-03-07 23:00:00,21.9,0.0,1,28,74,100
1608,2024-03-08 00:00:00,25.3,5.0,1,28,77,91
1609,2024-03-08 01:00:00,44.5,3.0,1,27,79,94
1610,2024-03-08 02:00:00,29.9,11.03,1,27,81,98
1611,2024-03-08 03:00:00,26.4,3.0,0,27,80,104
1612,2024-03-08 04:00:00,28.1,1.0,1,26,82,97
1613,2024-03-08 05:00:00,21.6,3.0,1,26,85,94
1614,2024-03-08 06:00:00,24.7,3.0,1,26,86,92
1615,2024-03-08 07:00:00,34.8,0.0,0,26,80,100
1616,2024-03-08 08:00:00,38.0,2.0,1,29,68,106
1617,2024-03-08 09:00:00,33.4,1.0,1,31,52,110
1618,2024-03-08 10:00:00,17.1,0.0,1,32,50,111
1619,2024-03-08 11:00:00,20.1,1.0,2,33,49,126
1620,2024-03-08 12:00:00,19.5,8.0,1,33,49,134
1621,2024-03-08 13:00:00,13.9,9.0,1,33,49,140
1622,2024-03-08 14:00:00,15.4,7.0,2,32,51,145
1623,2024-03-08 15:00:00,11.5,3.0,1,32,52,140
1624,2024-03-08 16:00:00,11.8,23.0,2,31,60,131
1625,2024-03-08 17:00:00,11.1,22.0,1,30,66,123
1626,2024-03-08 18:00:00,13.5,19.0,1,29,69,119
1627,2024-03-08 19:00:00,18.1,6.0,1,29,69,112
1628,2024-03-08 20:00:00,20.3,2.0,1,29,69,114
1629,2024-03-08 21:00:00,23.6,8.0,1,29,69,130
1630,2024-03-08 22:00:00,22.0,1.0,1,29,72,131
1631,2024-03-08 23:00:00,20.0,0.0,1,28,73,104
1632,2024-03-09 00:00:00,23.1,2.0,1,28,73,101
1633,2024-03-09 01:00:00,24.2,18.0,1,27,75,105
1634,2024-03-09 02:00:00,22.7,10.0,1,27,76,106
1635,2024-03-09 03:00:00,20.8,11.03,1,27,78,107
1636,2024-03-09 04:00:00,18.1,16.0,1,26,82,107
1637,2024-03-09 05:00:00,21.4,13.0,0,26,85,104
1638,2024-03-09 06:00:00,27.2,10.0,1,26,85,106
1639,2024-03-09 07:00:00,32.0,3.0,1,26,85,107
1640,2024-03-09 08:00:00,40.0,0.0,1,29,74,108
1641,2024-03-09 09:00:00,27.6,6.0,1,30,69,121
1642,2024-03-09 10:00:00,18.5,2.0,1,28,80,193
1643,2024-03-09 11:00:00,14.5,0.0,1,27,78,149
1644,2024-03-09 12:00:00,11.2,2.0,1,29,72,106
1645,2024-03-09 13:00:00,9.8,2.0,1,31,63,82
1646,2024-03-09 14:00:00,8.4,1.0,1,30,65,118
1647,2024-03-09 15:00:00,8.9,4.0,1,30,65,136
1648,2024-03-09 16:00:00,7.3,18.0,1,30,65,139
1649,2024-03-09 17:00:00,6.1,18.0,1,30,68,123
1650,2024-03-09 18:00:00,7.6,14.0,1,29,74,130
1651,2024-03-09 19:00:00,10.5,2.0,1,28,76,130
1652,2024-03-09 20:00:00,16.3,3.0,1,28,77,130
1653,2024-03-09 21:00:00,15.1,11.0,1,28,78,111
1654,2024-03-09 22:00:00,14.9,0.0,1,28,77,118
1655,2024-03-09 23:00:00,12.7,0.0,1,28,76,105
1656,2024-03-10 00:00:00,11.8,0.0,1,28,78,108
1657,2024-03-10 01:00:00,11.5,5.0,1,27,84,107
1658,2024-03-10 02:00:00,16.2,1.0,1,27,82,105
1659,2024-03-10 03:00:00,10.2,0.0,1,27,79,107
1660,2024-03-10 04:00:00,9.9,11.03,1,27,78,106
1661,2024-03-10 05:00:00,11.8,17.0,1,27,78,105
1662,2024-03-10 06:00:00,17.7,15.0,1,27,79,105
1663,2024-03-10 07:00:00,24.3,0.0,1,28,77,109
1664,2024-03-10 08:00:00,27.1,4.0,1,29,72,120
1665,2024-03-10 09:00:00,31.3,14.0,1,30,65,117
1666,2024-03-10 10:00:00,29.0,3.0,1,32,57,128
1667,2024-03-10 11:00:00,28.2,1.0,1,32,51,143
1668,2024-03-10 12:00:00,28.4,1.0,1,33,45,152
1669,2024-03-10 13:00:00,27.2,14.0,1,33,44,176
1670,2024-03-10 14:00:00,28.7,9.0,1,33,46,171
1671,2024-03-10 15:00:00,25.9,17.0,1,32,47,214
1672,2024-03-10 16:00:00,25.3,30.0,1,31,53,194
1673,2024-03-10 17:00:00,23.9,28.0,1,30,57,214
1674,2024-03-10 18:00:00,24.1,27.0,1,29,63,202
1675,2024-03-10 19:00:00,28.6,4.0,1,29,64,138
1676,2024-03-10 20:00:00,29.8,10.0,1,29,67,122
1677,2024-03-10 21:00:00,26.4,3.0,1,28,67,111
1678,2024-03-10 22:00:00,26.0,2.0,1,28,67,103
1679,2024-03-10 23:00:00,27.8,0.0,1,28,71,100
